Health Center Name,Address,Website,Phone Number,Email,,City,State,Zip,Latitude,Longitude
"Sunset Park Health Council, Inc.","150 55th St Ste 1, 150 55th St Ste 1, Brooklyn, NY 11220-2508",https://nyulangone.org/locations/family-physician-family-health-center-at-nyu-langone,,,,Brooklyn,NY,11220-2508,40.646616,-74.020579
Kosrae Community Health Center,"Suite 101 KDC Building, Suite 101 KDC Building, Kosrae, FM 96944",www.kosraechc.org,,,,Kosrae,FM,96944,0,0
Native American Rehabilitation Association Inc,"1776 SW Madison St, 1776 SW Madison St, Portland, OR 97205-1715",www.naranorthwest.org,,,,Portland,OR,97205-1715,45.518263,-122.691435
Family Health Center Inc.,"117 W Paterson St, 117 W Paterson St, Kalamazoo, MI 49007-2557",www.fhckzoo.com,,,,Kalamazoo,MI,49007-2557,42.303503,-85.584323
"Low Country Health Care System, Inc.","333 Revolutionary Trl, 333 Revolutionary Trl, Fairfax, SC 29827-7109",www.lowcountryhealthcaresystem.com,,,,Fairfax,SC,29827-7109,32.975624,-81.292412
"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.","2256 Heitman St, 2256 Heitman St, Fort Myers, FL 33901-3744",http://www.fhcswfl.org,,,,Fort Myers,FL,33901-3744,26.635547,-81.871324
SOUTHERN TRINITY HEALTH SERVICES,"321 Van Duzen Rd, 321 Van Duzen Rd, Bridgeville, CA 95526-9508",Http://www.sthsclinic.org,,,,Bridgeville,CA,95526-9508,40.460116,-123.529914
Lewis County Community Health Services,"2690 NE Kresky Ave, 2690 NE Kresky Ave, Chehalis, WA 98532-2412",www.vvhc.org,,,,Chehalis,WA,98532-2412,46.694146,-122.956224
"Chiricahua Community Health Centers, Inc.","10566 N Highway 191, 10566 N Highway 191, Elfrida, AZ 85610-9021",www.cchci.org,,,,Elfrida,AZ,85610-9021,31.697083,-109.687533
"Legacy Community Health Services, Inc.","1415 California St, 1415 California St, Houston, TX 77006-2602",,832-548-5170,calexander@legacycommunityhealth.org,,Houston,TX,77006-2602,29.744983,-95.394107
"Centerplace Health, Inc.","2200 Ringling Blvd, 2200 Ringling Blvd, Sarasota, FL 34237-6102",Pending,941-529-0249,james.reid@centerplacehealth.org,,Sarasota,FL,34237-6102,27.334965,-82.525926
"Blue Ridge Community Health Services, Inc.","2579 Chimney Rock Rd, 2579 Chimney Rock Rd, Hendersonville, NC 28792-9181",www.brchs.com,,,,Hendersonville,NC,28792-9181,35.349683,-82.431217
VISTA COMMUNITY CLINIC,"1000 Vale Terrace Dr, 1000 Vale Terrace Dr, Vista, CA 92084-5218",,,,,Vista,CA,92084-5218,33.209679,-117.228734
"MCR Health, Inc.","700 8th Ave W Ste 101, 700 8th Ave W Ste 101, Palmetto, FL 34221-4737",,941-776-4000,pcarnegie@mcrhs.org,,Palmetto,FL,34221-4737,27.517791,-82.572753
"Community Healthcare Network, Inc.","60 Madison Ave Fl, 60 Madison Ave Fl, New York, NY 10010-1600",http://www.chnnyc.org/,,,,New York,NY,10010-1600,40.743257,-73.986422
LAKEWOOD RESOURCE AND REFERRAL CENTER INC.,"212 2nd St Ste 204, 212 2nd St Ste 204, Lakewood, NJ 08701-3425",,732-364-2144 x6138,sjackson@chemedhealth.org,,Lakewood,NJ,08701-3425,40.09223,-74.212707
"Mercy Health Services, Inc.","1113 Murfreesboro Rd Ste 319, 1113 Murfreesboro Rd Ste 319, Franklin, TN 37064-1312",,615-790-0567 x212,rhondas@mercytn.org,,Franklin,TN,37064-1312,35.918044,-86.836157
"Neighborhood Health Care, Inc.","4115 Bridge Ave # 300, 4115 Bridge Ave # 300, Cleveland, OH 44113-3304",,216-284-8945 x165,jfegan@nfpmedcenter.org,,Cleveland,OH,44113-3304,41.481144,-81.71458
"South Texas Rural Health Services, Inc","105 S Stewart, 105 S Stewart, Cotulla, TX 78014-3003",tachc.org,,,,Cotulla,TX,78014-3003,28.433902,-99.236207
"HOLYOKE HEALTH CENTER, INC.","230 Maple St, 230 Maple St, Holyoke, MA 01040-5144",www.hhcinc.org,,,,Holyoke,MA,01040-5144,42.207182,-72.608353
"BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED","721 Okatie Hwy # 170, 721 Okatie Hwy # 170, Okatie, SC 29909-3963",www.bjhchs.org,,,,Okatie,SC,29909-3963,32.360153,-80.872349
"Damian Family Care Centers, Inc.","8956 162nd St # 3, 8956 162nd St # 3, Jamaica, NY 11432-5072",www.damianhealth.org,718-657-1100 x1225,pgrisafi@damianfcc.org,,Jamaica,NY,11432-5072,40.705101,-73.798304
"Southwest Community Health Center, Inc.","46 Albion St, 46 Albion St, Bridgeport, CT 06605-2602",www.swchc.org,,,,Bridgeport,CT,06605-2602,41.16457,-73.216851
"Greater Philadelphia Health Action, Incorporated","1401 S 31st St, 1401 S 31st St, Philadelphia, PA 19146-3506",WWW.GPHAINC.ORG,,,,Philadelphia,PA,19146-3506,39.936052,-75.195109
"Partnership Community Health Center, Inc.","5337 W Grande Market Dr, 5337 W Grande Market Dr, Appleton, WI 54913-8442",www.partnershipchc.org,,,,Appleton,WI,54913-8442,44.263552,-88.48787
OHIO HILLS HEALTH SERVICES,"101 E Main St, 101 E Main St, Barnesville, OH 43713-1005",www.ohiohills.org,740-425-5166,jbritton@ohiohillshealthservices.com,,Barnesville,OH,43713-1005,39.988062,-81.17706
"Boston Health Care For The Homeless Program, Inc., The","780 Albany St, 780 Albany St, Boston, MA 02118-2755",,,,,Boston,MA,02118-2755,42.333647,-71.072802
"Community Health Centers Of The Central Coast, Inc.","150 Tejas Pl, 150 Tejas Pl, Nipomo, CA 93444-9123",www.chccc.org,,,,Nipomo,CA,93444-9123,35.026707,-120.498603
YAKIMA NEIGHBORHOOD HEALTH SERVICES,"12 S 8th St, 12 S 8th St, Yakima, WA 98901-3020",www.ynhs.org,,,,Yakima,WA,98901-3020,46.603746,-120.495544
Clinica Sierra Vista,"1430 Truxtun Ave Ste 400, 1430 Truxtun Ave Ste 400, Bakersfield, CA 93301-5220",,661-635-3050 x2153,stacy.ferreira@clinicasierravista.org,,Bakersfield,CA,93301-5220,35.37365,-119.017971
"Southern Illinois Health Care Foundation, Inc.","2041 Goose Lake Rd, 2041 Goose Lake Rd, Sauget, IL 62206-2822",,618-215-8148,pbrodie@sihf.org,,Sauget,IL,62206-2822,38.564941,-90.13541
"Broad Top Area Medical Center, Inc., The","4133 Medical Center Dr, 4133 Medical Center Dr, Broad Top, PA 16621-9001",,814-635-7351,cblack@broadtopmedical.com,,Broad Top,PA,16621-9001,40.200792,-78.133926
"COMMUNITY HEALTH, GEORGIA DEPT OF","502 S 7th St, 502 S 7th St, Cordele, GA 31015-1443",http://www.eghc.org/page-1075376,229-401-3081,stephen.register@dch.ga.gov,,Cordele,GA,31015-1443,31.964373,-83.783073
"MCR Health, Inc.","700 8th Ave W Ste 101, 700 8th Ave W Ste 101, Palmetto, FL 34221-4737",www.mcr.health,941-776-4000,pcarnegie@mcrhs.org,,Palmetto,FL,34221-4737,27.517791,-82.572753
"United Community And Family Services, Inc.","34 E Town St, 34 E Town St, Norwich, CT 06360-2317",www.ucfs.org,860-822-4143,jgranger@ucfs.org,,Norwich,CT,06360-2317,41.550393,-72.091289
"Mercy Health Services, Inc.","1113 Murfreesboro Rd Ste 319, 1113 Murfreesboro Rd Ste 319, Franklin, TN 37064-1312",www.mercytn.org,615-790-0567 x212,rhondas@mercytn.org,,Franklin,TN,37064-1312,35.918044,-86.836157
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.","268 Canal St, 268 Canal St, New York, NY 10013-3599",www.cbwchc.org,,,,New York,NY,10013-3599,40.718765,-74.001283
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,"1414 Elba Hwy, 1414 Elba Hwy, Troy, AL 36079-6020",,,,,Troy,AL,36079-6020,31.764636,-85.960451
"Central Mississippi Civic Improvement Association, Inc.","3502 W Northside Dr, 3502 W Northside Dr, Jackson, MS 39213-4454",,,,,Jackson,MS,39213-4454,32.356803,-90.233984
Maricopa County Special Health Care District,"2601 E Roosevelt St, 2601 E Roosevelt St, Phoenix, AZ 85008-4973",https://valleywisehealth.org/services/primary-care/,602-344-1129,barbara.harding@valleywisehealth.org,,Phoenix,AZ,85008-4973,33.457344,-112.026144
Portland Community Health Center,"180 Park Ave Ste 1, 180 Park Ave Ste 1, Portland, ME 04102-2927",,,,,Portland,ME,04102-2927,43.655982,-70.274272
Ocoee Regional Health Corporation,"6784 Highway 411, 6784 Highway 411, Benton, TN 37307-4818",,,,,Benton,TN,37307-4818,35.186938,-84.635668
"First Choice Health Centers, Inc.","94 Connecticut Blvd, 94 Connecticut Blvd, East Hartford, CT 06108-3013",www.firstchc.org,860-610-6131,emarket@firstchc.org,,East Hartford,CT,06108-3013,41.769567,-72.648196
Santa Barbara Neighborhood Clinics,"414 E Cota St # 1, 414 E Cota St # 1, Santa Barbara, CA 93101-1624",www.sbclinics.org,,,,Santa Barbara,CA,93101-1624,34.422039,-119.692003
Presbyterian Medical Services,"1422 Paseo De Peralta, 1422 Paseo De Peralta, Santa Fe, NM 87501-4391",www.pms-inc.org,505-820-3475,lisa.stephens@pmsnm.org,,Santa Fe,NM,87501-4391,35.681484,-105.944681
TRENTON MEDICAL CENTER INC,"911 S Main St, 911 S Main St, Trenton, FL 32693-3239",,386-755-4200 x22,caleb@powellandjonescpa.com,,Trenton,FL,32693-3239,29.607516,-82.818822
Comanche County Hospital Authority,"3401 W Gore Blvd, 3401 W Gore Blvd, Lawton, OK 73505-6332",www.lawtoncommunityhealthcenter.com,,,,Lawton,OK,73505-6332,34.609012,-98.434166
Lifelong Medical Care,"2344 6th St, 2344 6th St, Berkeley, CA 94710-2412",,,,,Berkeley,CA,94710-2412,37.862037,-122.295981
Health Opportunities For The People Of East Texas Inc,"157 Wall St, 157 Wall St, Tenaha, TX 75974-5413",www.hcmtx.org,,,,Tenaha,TX,75974-5413,31.944313,-94.244898
Hill Country Community Clinic,"29632 E Highway 299, 29632 E Highway 299, Round Mountain, CA 96084-8000",www.hillcountryclinic.org,,,,Round Mountain,CA,96084-8000,40.803808,-121.940574
"ERIE FAMILY HEALTH CENTER, INC.","1701 W Superior St, 1701 W Superior St, Chicago, IL 60622-5646",www.eriefamilyhealth.org,,,,Chicago,IL,60622-5646,41.894858,-87.670133
"Low Country Health Care System, Inc.","333 Revolutionary Trl, 333 Revolutionary Trl, Fairfax, SC 29827-7109",,,,,Fairfax,SC,29827-7109,32.975624,-81.292412
"All For Health, Health For All, Inc.","519 E Broadway, 519 E Broadway, Glendale, CA 91205-1110",http://all4health.org/,530-877-3426 x106,alan@garybess.com,,Glendale,CA,91205-1110,34.146611,-118.249213
Christopher Greater Area Rural Health Planning Corporation,"4241 State Highway 14, 4241 State Highway 14, Christopher, IL 62822-1037",www.crhpc.org,,,,Christopher,IL,62822-1037,37.97255,-89.05341
"Chiricahua Community Health Centers, Inc.","10566 N Highway 191, 10566 N Highway 191, Elfrida, AZ 85610-9021",www.cchci.org,,,,Elfrida,AZ,85610-9021,31.697083,-109.687533
Community Action Corporation Of South Texas,"204 E 1st St, 204 E 1st St, Alice, TX 78332-4822",,,,,Alice,TX,78332-4822,27.750983,-98.075325
Cornell Scott-Hill Health Corporation,"400 Columbus Ave, 400 Columbus Ave, New Haven, CT 06519-1233",www.cornellscott.org,,,,New Haven,CT,06519-1233,41.297243,-72.939657
JERICHO ROAD MINISTRIES INC.,"184 Barton St Ste 1, 184 Barton St Ste 1, Buffalo, NY 14213-1573",www.jrchc.org,,,,Buffalo,NY,14213-1573,42.917891,-78.89466
"Butte-silver Bow Primary Health Care Clinic, Inc.","445 Centennial Ave, 445 Centennial Ave, Butte, MT 59701-2870",www.swmtchc.org,,,,Butte,MT,59701-2870,45.998531,-112.541806
Tri-State Community Healthcare Center,"1402 Bailey Ave, 1402 Bailey Ave, Needles, CA 92363-3104",,818-658-4000,maria.tristatech@gmail.com,,Needles,CA,92363-3104,34.832706,-114.618668
Lee Memorial Health System,"2776 Cleveland Ave, 2776 Cleveland Ave, Fort Myers, FL 33901-5864",https://www.leehealth.org/our-services/pediatric-ear-nose-throat,239-834-9998,robert.johns@leememorial.org,,Fort Myers,FL,33901-5864,26.628494,-81.874224
"COMMUNITY MEDICAL CENTERS, INC.","7210 Murray Dr, 7210 Murray Dr, Stockton, CA 95210-3339",www.communitymedicalcenters.org,209-373-2826,cnoguera@communitymedicalcenters.org,,Stockton,CA,95210-3339,38.015926,-121.300622
DENVER HEALTH AND HOSPITALS AUTHORITY,"777 Bannock St, 777 Bannock St, Denver, CO 80204-4507",www.denverhealth.org,303-602-6429,patricia.braun@dhha.org,,Denver,CO,80204-4507,39.728285,-104.990525
"HEALTH SERVICES, (INC)","1845 Cherry St, 1845 Cherry St, Montgomery, AL 36107-2613",www.hservinc.org,,,,Montgomery,AL,36107-2613,32.3705,-86.283727
"Project Health, Inc.","1425 S US 301, 1425 S US 301, Sumterville, FL 33585-5141",www.langleymedicalcenter.com,,,,Sumterville,FL,33585-5141,28.735281,-82.068604
"HealthPoint Family Care, Inc.","215 E 11th St, 215 E 11th St, Newport, KY 41071-2203",www.healthpointfc.org,,,,Newport,KY,41071-2203,39.086886,-84.486454
"ECHO COMMUNITY HEALTH CARE, INC.","315 Mulberry St, 315 Mulberry St, Evansville, IN 47713-1252",,,,,Evansville,IN,47713-1252,37.96595,-87.567886
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,"125 Worth St Rm 514, 125 Worth St Rm 514, New York, NY 10013-4006",,,,,New York,NY,10013-4006,40.715476,-74.002495
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 Gateway Center Way, 823 Gateway Center Way, San Diego, CA 92102-4541",,,,,San Diego,CA,92102-4541,32.71542,-117.113422
NEIGHBORHOOD HEALTH CLINICS INC.,"1717 S Calhoun St, 1717 S Calhoun St, Fort Wayne, IN 46802-5257",,260-458-2641 x3790,sneace@nhci.org,,Fort Wayne,IN,46802-5257,41.069856,-85.138082
Lone Star Circle Of Care,"205 E University Ave Ste 200, 205 E University Ave Ste 200, Georgetown, TX 78626-6821",www.lscctx.org,,,,Georgetown,TX,78626-6821,30.633712,-97.675516
"Damian Family Care Centers, Inc.","8956 162nd St # 3, 8956 162nd St # 3, Jamaica, NY 11432-5072",,718-657-1100 x1225,pgrisafi@damianfcc.org,,Jamaica,NY,11432-5072,40.705101,-73.798304
Great Mines Health Center,"1 Southtowne Dr, 1 Southtowne Dr, Potosi, MO 63664-5729",,,,,Potosi,MO,63664-5729,37.98535,-90.820073
Heartland International Health Centers,"3048 N Wilton Ave Fl 2, 3048 N Wilton Ave Fl 2, Chicago, IL 60657-6710",,,,,Chicago,IL,60657-6710,41.937761,-87.653079
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,"1414 Elba Hwy, 1414 Elba Hwy, Troy, AL 36079-6020",,,,,Troy,AL,36079-6020,31.764636,-85.960451
ARCARE,"117 S 2nd St, 117 S 2nd St, Augusta, AR 72006-2309",www..arcare.net,,,,Augusta,AR,72006-2309,35.282043,-91.36683
WHITE BIRD CLINIC,"341 E 12th Ave, 341 E 12th Ave, Eugene, OR 97401-3212",,,,,Eugene,OR,97401-3212,44.046919,-123.087713
Oakland Integrated Healthcare Network,"461 W Huron St Ste 107, 461 W Huron St Ste 107, Pontiac, MI 48341-1601",www.oihn.org,810-241-1518,cduncanson@honorcommunityhealth.org,,Pontiac,MI,48341-1601,42.633482,-83.309355
"Change, Incorporated","3158 West St, 3158 West St, Weirton, WV 26062-4637",,,,,Weirton,WV,26062-4637,40.405622,-80.58947
Share Our Selves Corporation,"1550 Superior Ave, 1550 Superior Ave, Costa Mesa, CA 92627-3653",www.shareourselves.org,949-536-3927,cward@shareourselves.org,,Costa Mesa,CA,92627-3653,33.632691,-117.926304
"COMMUNITY HEALTH PROGRAMS, INCORPORATED","444 Stockbridge Rd, 444 Stockbridge Rd, Great Barrington, MA 01230-1295",https://www.chpberkshires.org/,,,,Great Barrington,MA,01230-1295,42.219442,-73.342361
"Hudson River Healthcare, Inc.","1037 Main St, 1037 Main St, Peekskill, NY 10566-2913",www.nuhealth.net,914-924-4923,lreid@hrhcare.org,,Peekskill,NY,10566-2913,41.291472,-73.918324
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.","1600 Providence Dr, 1600 Providence Dr, Waco, TX 76707-2261",,254-313-4412,mpolk@wacofhc.org,,Waco,TX,76707-2261,31.559455,-97.153629
Oakland Integrated Healthcare Network,"461 W Huron St Ste 107, 461 W Huron St Ste 107, Pontiac, MI 48341-1601",www.honorcommunityhealth.org,810-241-1518,cduncanson@honorcommunityhealth.org,,Pontiac,MI,48341-1601,42.633482,-83.309355
Community Health Care Systems Inc,"2251 W Elm St, 2251 W Elm St, Wrightsville, GA 31096-2017",www.chcsga.org,478-552-7384 x1211,cbelcher@chcsga.org,,Wrightsville,GA,31096-2017,32.729228,-82.729989
Mainline Health Systems Inc,"233 N Main St, 233 N Main St, Portland, AR 71663-9230",,,,,Portland,AR,71663-9230,33.239029,-91.51166
NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY,"218 N 2nd St, 218 N 2nd St, Allentown, PA 18102-3508",http://www.nhclv.org/,610-820-7605,jsmoyer@nhclv.com,,Allentown,PA,18102-3508,40.608702,-75.461781
REGENTS OF THE UNIVERSITY OF MINNESOTA,"200 Oak St SE # 224, 200 Oak St SE # 224, Minneapolis, MN 55455-2009",,,,,Minneapolis,MN,55455-2009,44.975392,-93.227773
El Dorado County Community Health Center,"4327 Golden Center Dr Ste 1, 4327 Golden Center Dr Ste 1, Placerville, CA 95667-6287",,530-350-7839,akelley@edchc.org,,Placerville,CA,95667-6287,38.706503,-120.827253
CHEROKEE HEALTH SYSTEMS,"2018 Western Ave, 2018 Western Ave, Knoxville, TN 37921-5718",,,,,Knoxville,TN,37921-5718,35.966796,-83.945232
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",,,,,Chicago,IL,60623-2460,41.85256,-87.722041
"Alcona Citizens For Health, Inc.","1035 W Washington Ave, 1035 W Washington Ave, Alpena, MI 49707-2929",,,,,Alpena,MI,49707-2929,45.061681,-83.455283
"Fenway Community Health Center, Inc.","1340 Boylston St, 1340 Boylston St, Boston, MA 02215-4302",http://sidneyborum.org/,617-817-1288,hilagoldham@gmail.com,,Boston,MA,02215-4302,42.34412,-71.098412
Tri-State Community Health Center,"4041 Knight Arnold Rd Ste 100, 4041 Knight Arnold Rd Ste 100, Memphis, TN 38118-2128",N/A,901-360-0442 x4012,mfentie@tristatechc.com,,Memphis,TN,38118-2128,35.063778,-89.928573
MUSKINGUM VALLEY HEALTH CENTERS,"859 N Main St, 859 N Main St, Malta, OH 43758-9007",www.mvhealthcenters.org,,,,Malta,OH,43758-9007,39.65343,-81.865361
"Sunset Park Health Council, Inc.","150 55th St Ste 1, 150 55th St Ste 1, Brooklyn, NY 11220-2508",,,,,Brooklyn,NY,11220-2508,40.646616,-74.020579
"CURTIS V COOPER PRIMARY HEALTH CARE, INC.","2 Roberts St, 2 Roberts St, Savannah, GA 31408-3524",,912-527-1088,lburton@cvcphc.com,,Savannah,GA,31408-3524,32.094547,-81.136881
Presbyterian Medical Services,"1422 Paseo De Peralta, 1422 Paseo De Peralta, Santa Fe, NM 87501-4391",,505-820-3475,lisa.stephens@pmsnm.org,,Santa Fe,NM,87501-4391,35.681484,-105.944681
"HopeHealth, Inc.","360 N Irby St, 360 N Irby St, Florence, SC 29501-2808",,,,,Florence,SC,29501-2808,34.202028,-79.767455
Harbor Community Clinic,"593 W 6th St, 593 W 6th St, San Pedro, CA 90731-2521",www.harborchc.org,310-547-0202,kimsleder@gmail.com,,San Pedro,CA,90731-2521,33.73865,-118.28983
Mountain Family Health Centers,"1905 Blake Ave Ste 101, 1905 Blake Ave Ste 101, Glenwood Springs, CO 81601-4206",www.mountainfamily.org,970-945-2480 x7257,drigli@mountainfamily.org,,Glenwood Springs,CO,81601-4206,39.53249,-107.323474
"Community Health Centers, Inc.","110 S Woodland St, 110 S Woodland St, Winter Garden, FL 34787-3546",www.chcfl.org,,,,Winter Garden,FL,34787-3546,28.564555,-81.585032
COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION,"275 Route 30 N, 275 Route 30 N, Bomoseen, VT 05732-9647",,,,,Bomoseen,VT,05732-9647,43.613984,-73.208391
CHEROKEE HEALTH SYSTEMS,"2018 Western Ave, 2018 Western Ave, Knoxville, TN 37921-5718",,,,,Knoxville,TN,37921-5718,35.966796,-83.945232
Piedmont Access to Health Services Inc,"705 Main St, 705 Main St, Danville, VA 24541-1803",www.pathsinc.org,434-791-3630 x1023,mmendenhall@pathsinc.org,,Danville,VA,24541-1803,36.585796,-79.395158
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.","268 Canal St, 268 Canal St, New York, NY 10013-3599",www.cbwchc.org,,,,New York,NY,10013-3599,40.718765,-74.001283
Bristol Bay Area Health Corporation,"6000 Kanakanak Rd, 6000 Kanakanak Rd, Dillingham, AK 99576",bbahc.org,,,,Dillingham,AK,99576,59.000902,-158.535841
"Dirne Health Centers, Inc.","2025 W Park Pl, 2025 W Park Pl, Coeur D Alene, ID 83814",www.myheritagehealth.org,,,,Coeur D Alene,ID,83814,47.69555,-116.800149
"LITTLE RIVERS HEALTH CARE, INC.","146 Mill St, 146 Mill St, Bradford, VT 05033-4456",http://oxbowhighschool.org,802-222-4637 x102,rgibson@littlerivers.org,,Bradford,VT,05033-4456,43.988772,-72.131016
"Community Clinical Services, Inc.","B St Community Ctr 57 Birch St Ste 201, B St Community Ctr 57 Birch St Ste 201, Lewiston, ME 04240",www.communityclinicalservices.com,207-513-3897,celias@stmarysmaine.com,,Lewiston,ME,4240,44.092864,-70.211443
Matagorda Episcopal Health Outreach Program Corporation,"101 Avenue F N, 101 Avenue F N, Bay City, TX 77414-3167",,,,,Bay City,TX,77414-3167,29.003413,-95.971953
"Access Family Health Services, Inc.","63450 Highway 25 N, 63450 Highway 25 N, Smithville, MS 38870-9745",,,,,Smithville,MS,38870-9745,34.042144,-88.434059
"SUNCOAST COMMUNITY HEALTH CENTERS, INC.","2814 14th Ave SE, 2814 14th Ave SE, Ruskin, FL 33570-5471",,,,,Ruskin,FL,33570-5471,27.706737,-82.394803
COUNTY OF VENTURA,"800 S Victoria Ave, 800 S Victoria Ave, Ventura, CA 93009-0001",,,,,Ventura,CA,93009-0001,34.268633,-119.209948
WellSpace Health,"1820 J St, 1820 J St, Sacramento, CA 95811-3010",,,,,Sacramento,CA,95811-3010,38.57719,-121.482393
"Delaware Valley Community Health, Inc.","1412 Fairmount Ave # 22, 1412 Fairmount Ave # 22, Philadelphia, PA 19130-2908",https://dvch.org,215-778-0606,brobles@dvch.org,,Philadelphia,PA,19130-2908,39.96682,-75.161444
"JWCH Institute, Inc.","5650 Jillson St, 5650 Jillson St, Commerce, CA 90040-1482",www.jwchinstitute.org,,,,Commerce,CA,90040-1482,33.999876,-118.156398
Family Healthcare Network,"305 E Center Ave, 305 E Center Ave, Visalia, CA 93291-6331",fhcn.org,,,,Visalia,CA,93291-6331,36.330919,-119.29005
Mobile County Board of Health,"251 N Bayou St, 251 N Bayou St, Mobile, AL 36603-5827",familyhealthalabama.org,,,,Mobile,AL,36603-5827,30.69184,-88.054644
"Near North Health Service Corporation, The","1276 N Clybourn Ave, 1276 N Clybourn Ave, Chicago, IL 60610-2089",www.nearnorthhealth.org,,,,Chicago,IL,60610-2089,41.905185,-87.642498
